file_name,source_path,category,jurisdiction,entity_name,title,authority,court,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,parties,national_case_number_name,european_case_law_identifier,appeal,appeal_from,appeal_to,original_languages,original_source
MT_ICO_-_FS50912491.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ICO_-_FS50912491.md,authorities,United Kingdom,ICO (UK),ICO - FS50912491,ICO (UK),,Article 5(1)(a) GDPRArticle 6(1)(f) GDPRSection 3 (2) DPASection 40 (2) FOIASection 40 (3A) (a) FOIA,,Complaint,Rejected,,2020-07-30,,None,n/a,FS50912491,n/a,n/a,,,English,ICO (in EN)
MT_VDAI_Lithuania_-_3R-1005.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_VDAI_Lithuania_-_3R-1005.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_Rb._Den_Haag_-_C_09_581973_KG_ZA_19_1024.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Den_Haag_-_C_09_581973_KG_ZA_19_1024.md,courts,Netherlands,Rb. Den Haag (Netherlands),Rb. Den Haag - C/09/581973/KG ZA 19/1024,,Rb. Den Haag (Netherlands),Article 82 GDPR,82,,,,2019-11-13,2019-11-15,,Dutch Ministry of Justice and Security,C/09/581973/KG ZA 19/1024,ECLI:NL:RBDHA:2019:12031,,,,Dutch,de Rechtspraak (in Dutch)
MT_Tietosuojavaltuutetun_toimisto_Finland_-_3116_163_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Tietosuojavaltuutetun_toimisto_Finland_-_3116_163_20.md,authorities,Finland,Tietosuojavaltuutetun toimisto (Finland),Tietosuojavaltuutetun toimisto (Finland) - 3116/163/20,Tietosuojavaltuutetun toimisto (Finland),,Article 5(1) GDPRArticle 12(1) GDPRArticle 13(1)(c) GDPR1050/2018 Data Protection Act,"5,12",Investigation,Violation Found,2020-04-23,2023-01-18,2023-01-25,n/a,n/a,3116/163/20,n/a,n/a,,,Finnish,Finlex (in FI)
MT_IMY_Sweden_-_DI-2020-10518.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IMY_Sweden_-_DI-2020-10518.md,authorities,Sweden,IMY (Sweden),IMY (Sweden) - DI-2020-10518,IMY (Sweden),,Article 12(3) GDPRArticle 15 GDPRArticle 56 GDPRArticle 58(2)(b) GDPR,"12,15,56",Complaint,Partly Upheld,,2021-03-31,,None,Klarna Bank AB,DI-2020-10518,n/a,n/a,,,SwedishEnglish,Original decision (in SV)Inofficial English version of decision (in EN)
MT_Tietosuojavaltuutetun_toimisto_Finland_-_3379_182_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Tietosuojavaltuutetun_toimisto_Finland_-_3379_182_23.md,authorities,Finland,Tietosuojavaltuutetun toimisto (Finland),Tietosuojavaltuutetun toimisto (Finland) - 3379/182/23,Tietosuojavaltuutetun toimisto (Finland),,Article 25(2) GDPRArticle 32(1) GDPRArticle 58(2)(b) GDPR,"25,32",Investigation,Violation Found,2023-03-29,2023-09-01,2024-05-29,n/a,City of Helsinki,3379/182/23,n/a,Not appealed,,,Finnish,Finlex (in FI)
MT_AEPD_Spain_-_EXP202409828.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202409828.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202409828,AEPD (Spain),,Article 5(1)(d) GDPRArticle 32 GDPRArticle 83(2)(a) GDPRArticle 83(2)(b) GDPRArticle 83(4)(a) GDPRArticle 83(5)(a) GDPRArticle 71 LOPDGDDArticle 76(2)(b)Article 85(3) Law 39/2015,32,Complaint,Upheld,2024-05-05,2025-06-02,,"18,000 EUR","OCI CINE, S.L.A.A.A.",EXP202409828,n/a,n/a,,,Spanish,AEPD (in ES)
MT_APD_GBA_Belgium_-_19_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_19_2021.md,authorities,Belgium,APD/GBA (Belgium),APD/GBA (Belgium) - 19/2021,APD/GBA (Belgium),,Article 12 GDPRArticle 13 GDPRArticle 14 GDPRArticle 21(2) GDPRArticle 32 GDPRArticle 7(3) GDPR,"7,12,13,14,21,32",Complaint,Upheld,,2021-02-12,2021-02-12,None,Telenet,19/2021,n/a,n/a,,,Dutch,Beslissing ten gronde 19/2021 van 12 februari 2021 (in NL)
MT_APD_GBA_Belgium_-_48_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_48_2022.md,authorities,Belgium,APD/GBA (Belgium),APD/GBA (Belgium) - 48/2022,APD/GBA (Belgium),,Article 5(1)(c) GDPRArticle 6(1)(e) GDPRArticle 9(2)(g) GDPRArticle 12 GDPRArticle 13(1)(c) GDPRArticle 13(2)(e) GDPRArticle 24 GDPRArticle 35(1) GDPRArticle 35(3) GDPRArticle 35(7)(b) GDPR,"12,24,35",Investigation,Violation Found,,2022-04-04,2022-04-04,"200,000 EUR",Brussels airportAmbuce Rescue Team,48/2022,n/a,Unknown,,,Dutch,APD (in NL)
MT_ANSPDCP_Romania_-_Actamedica_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Actamedica_SRL.md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Actamedica SRL,ANSPDCP (Romania),,Article 12(3) GDPRArticle 15(1) GDPRArticle 28 GDPRArticle 32 GDPRArticle 33 GDPR,"12,15,28,32,33",Investigation,Violation Found,,,2021-08-24,3000 EUR,Actamedica SRL,Fine against Actamedica SRL,n/a,Unknown,,,Romanian,ANSPDCP (in RO)
MT_Tietosuojavaltuutetun_toimisto_Finland_-_9885_157_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Tietosuojavaltuutetun_toimisto_Finland_-_9885_157_19.md,authorities,Finland,Tietosuojavaltuutetun toimisto (Finland),Tietosuojavaltuutetun toimisto (Finland) - 9885/157/19,Tietosuojavaltuutetun toimisto (Finland),,Article 12(1) GDPRArticle 12(2) GDPRArticle 21 GDPRArticle 58(2)(d) GDPR§ 200(3) Act on Electronic Communications Services,"12,21",Investigation,Violation Found,2019-12-20,2023-07-10,2023-08-01,n/a,n/a,9885/157/19,n/a,Not appealed,,,Finnish,Finlex (in FI)
MT_AP_The_Netherlands_-_z2020-19687.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AP_The_Netherlands_-_z2020-19687.md,authorities,Netherlands,AP (The Netherlands),AP (The Netherlands) - z2020-19687,AP (The Netherlands),,Article 12(3) GDPRArticle 15(1) GDPRArticle 15(3) GDPR,"12,15",Complaint,Upheld,2020-11-22,2023-04-05,,n/a,n/a,z2020-19687,n/a,Not appealed,,,Dutch,AP (in NL)
MT_IP_Slovenia_-_07105-10_2024_13.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07105-10_2024_13.md,authorities,Slovenia,IP (Slovenia),IP (Slovenia) - 07105-10/2024/13,IP (Slovenia),,Article 15 GDPRArticle 20 ZVOP-2,15,Complaint,Partly Upheld,,2025-07-22,,n/a,n/a,07105-10/2024/13,n/a,Unknown,,,Slovenian,IP (in SL)
MT_BVwG_-_W211_2222613-2_12E.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W211_2222613-2_12E.md,courts,Austria,BVwG (Austria),BVwG - W211 2222613-2/12E,,BVwG (Austria),Article 15(3) GDPRArticle 267 TFEU,15,,,,2021-08-09,,,"1. unknown (complainant before the Austrian Data Protection Autority)2. CRIF GmbH (Austrian credit reference agency, respondent before the Austrian Data Protection Autority)3. Datenschutzbehörde - DSB (Austrian Data Protection Authority)",W211 2222613-2/12E (request for preliminary ruling under Article 267 TFEU),,,DSB (Austria)DSB-D124.059/0005-DSB/2019,,German,Rechtsinformationssystem des Bundes (RIS) (in German)
MT_Supreme_Court_-_Dillon_v_Irish_Life_Assurance_Plc_2025_IESC_37.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Supreme_Court_-_Dillon_v_Irish_Life_Assurance_Plc_2025_IESC_37.md,courts,Ireland,Supreme Court (Ireland),Supreme Court - Dillon v Irish Life Assurance Plc 2025 IESC 37,,Supreme Court (Ireland),Article 82 GDPRS. 117 Data Protection Act 2018,82,,,,2025-07-24,2025-07-24,,Irish Life Assurance,Dillon v Irish Life Assurance Plc 2025 IESC 37,,,High Court (Ireland)Dillon v Irish Life Assurance Plc [2024 IEHC 203],Pending appeal,English,Courts.ie (in English)
MT_IMY_Sweden_-_DI-2020-10549.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IMY_Sweden_-_DI-2020-10549.md,authorities,Sweden,IMY (Sweden),IMY (Sweden) - DI-2020-10549,IMY (Sweden),,Article 5(1)(c) GDPRArticle 12(2) GDPRArticle 12(6) GDPR,12,Complaint,Upheld,,2023-03-31,2024-04-14,n/a,CDON AB,DI-2020-10549,n/a,n/a,,,Swedish,IMY (in SV)
MT_Hd_-_Ä_3169-24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Hd_-_Ä_3169-24.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_Datatilsynet_Norway_-_21_01164.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Norway_-_21_01164.md,authorities,Norway,Datatilsynet (Norway),Datatilsynet (Norway) - 21/01164,Datatilsynet (Norway),,Article 6(1)(f) GDPRArticle 13 GDPRArticle 21 GDPRArticle 24 GDPRArticle 24(2) GDPRRegulation concerning employers' right of access to employees' e-mail inboxes and other electronically stored material §§2-3,"13,21,24",Investigation,Violation Found,2021-03-15,2022-02-24,,300000 NOK,Elit Elektro AS,21/01164,n/a,n/a,,,Norwegian,Not published (in NO)
MT_RvS_-_202001436_1_A2.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_RvS_-_202001436_1_A2.md,courts,Netherlands,RvS (Netherlands),RvS - 202001436/1/A2,,RvS (Netherlands),Article 15(3) GDPRUitvoeringswet AVG,15,,,,2020-07-22,2020-07-22,,Stichting Philadelphia ZorgZilveren KruisStichting Cordaan,202001436/1/A2,ECLI:NL:RVS:2020:1743,,,Unknown,Dutch,Raad van State (in Dutch)
MT_ANSPDCP_Romania_-_Fine_against_Agricola_International_SA.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Agricola_International_SA.md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Agricola International SA,ANSPDCP (Romania),,Article 32(1)(b) GDPRArticle 32(1)(d) GDPRArticle 32(2) GDPR,32,Investigation,Violation Found,,,2025-07-23,"25,226.50 EUR",Agricola International SA,Fine against Agricola International SA,n/a,Unknown,,,Romanian,ANSPDCP (in RO)
MT_CE_-_466115.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_466115.md,courts,France,CE (France),CE - 466115,,CE (France),Article 5 GDPRArticle 46 GDPR,"5,46",,,,2024-01-30,,,Association of Accidental Americans,466115,ECLI:FR:CECHR:2024:466115.20240130,,CNIL (France),,French,Légifrance (in French)
MT_BVwG_-_W211_2225136-1.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W211_2225136-1.md,courts,Austria,BVwG (Austria),BVwG - W211 2225136-1,,BVwG (Austria),Article 5 GDPRArticle 6 GDPRArticle 17 GDPRArticle 21 GDPR§ 24 Austrian Data Protection Act (Datenschutzgesetz - DSG),"5,6,17,21",,,,2020-08-28,2020-12-29,,KSV1870 Information GmbH (respondent in the initial procedure before the DSB),W211 2225136-1,ECLI:AT:BVWG:2020:W211.2225136.1.00,,DSB (Austria)not published,Unknown,German,Rechtsinformationssystem des Bundes (RIS) (in German)
MT_AEPD_Spain_-_EXP202105333.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202105333.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202105333,AEPD (Spain),,Article 6(1) GDPR,6,Complaint,Upheld,2021-10-19,,2023-04-25,"70,000 EUR","n/aDIGI SPAIN TELECOM, S.L.",PS-00505-2022,n/a,Appealed - ConfirmedAEPD (Spain)REPOSICION-PS-0505-2022,,,Spanish,AEPD (in ES)
MT_GHDHA_-_C_09_574422___HA_RK_19-368.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_GHDHA_-_C_09_574422___HA_RK_19-368.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_LG_Berlin_-_93_O_167_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LG_Berlin_-_93_O_167_20.md,courts,Germany,LG Berlin (Germany),LG Berlin - 93 O 167/20,,LG Berlin (Germany),Article 6(1)(f) GDPRArticle 13 GDPRArticle 80(2) GDPR§ 25 TTDSGTMGUWG,"13,80",,,,2023-06-15,,,,93 O 167/20,ECLI:DE:LGBE:2023:0615.93O167.20.00,,,Unknown,German,gesetze.berlin.de (in German)
MT_BVwG_-_W256_2230350-1_6E.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W256_2230350-1_6E.md,courts,Austria,BVwG (Austria),BVwG - W256 2230350-1/6E,,BVwG (Austria),Article 6(1)(f) GDPR§ 28(3),,,,,,2022-08-03,,,W256 2230350-1/6E,,,DSB (Austria)D124.1599 2020-0.112.372,Unknown,German,RIS (in German)
MT_APD_GBA_Belgium_-_72_2025.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_72_2025.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_IP_-_07120-1_2020_25.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_-_07120-1_2020_25.md,authorities,Slovenia,IP (Slovenia),IP - 07120-1/2020/25,IP (Slovenia),,Article 4(5) GDPRArticle 6 GDPRArticle 9 GDPRArticle 28 GDPRArticle 58 GDPRArticle 49 Personal Data Protection ActArticle 43 Information Commissioner ActArticle 37 of the Constitution of the Republic of SloveniaArticle 38 of the Constitution of the Republic of Slovenia,"4,6,9,28,58",Advisory Opinion,n/a,,,2020-03-30,None,n/a,07120-1/2020/25,n/a,n/a,,,Slovenian,Informacijski pooblaščenec (in SI)
MT_Rb._Noord-Holland_-_20_3831.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Noord-Holland_-_20_3831.md,courts,Netherlands,Rb. Noord-Holland (Netherlands),Rb. Noord-Holland - 20/3831,,Rb. Noord-Holland (Netherlands),Article 5(1)(e) GDPRArticle 6(1)(e) GDPRArticle 17(1) GDPRArticle 17(3) GDPRArticle 3 Archiefwet 1995Article 30 Wet structuur uitvoeringsorganisatie werk en inkomen,17,,,,2021-09-22,2021-10-05,,PlaintiffThe Board of Directors of the Uitvoeringsinstituut werknemersverzekeringen (Employee Insurance Agency),20/3831,ECLI:NL:RBNHO:2021:8514,,,,Dutch,Rechtspraak.nl (in Dutch)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9885177.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9885177.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9885177,Garante per la protezione dei dati personali (Italy),,Article 60 GDPR,60,Complaint,Rejected,,2023-03-23,,n/a,n/a,9885177,n/a,Unknown,,,Italian,Garante (Italy) (in IT)
MT_UODO_Poland_-_DKN.5131.22.2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_UODO_Poland_-_DKN.5131.22.2021.md,authorities,Poland,UODO (Poland),UODO (Poland) - DKN.5131.22.2021,UODO (Poland),,Article 5(1)(f) GDPRArticle 25(1) GDPRArticle 32(1)(b) GDPRArticle 32(2) GDPR,"25,32",Investigation,Violation Found,,2021-07-13,2021-07-13,10000 PLN,n/a,DKN.5131.22.2021,n/a,Unknown,,,Polish,PREZES URZĘDU OCHRONY DANYCH OSOBOWYCH (in PL)
MT_AZOP_Croatia_-_Decision_24-01-2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AZOP_Croatia_-_Decision_24-01-2022.md,authorities,Croatia,AZOP (Croatia),AZOP (Croatia) - Decision 24-01-2022,AZOP (Croatia),,Article 4 GDPRArticle 5 GDPRArticle 6 GDPRPostal Service Act,"4,5,6",Complaint,Rejected,,2022-01-24,2022-01-24,n/a,Center for Social Welfare,Decision 24-01-2022,n/a,Not appealed,,,Croatian,AZOP (in HR)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9285411.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9285411.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9285411,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 6 GDPR,6,Complaint,Upheld,,,,4.000 EUR,Municipality of Urago d'Oglio,9285411,n/a,n/a,,,Italian,Garante per la protezione dei dati personali (in IT)
MT_KHO_-_KHO_2025_29.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_KHO_-_KHO_2025_29.md,courts,Finland,KHO (Finland),KHO - KHO:2025:29,,KHO (Finland),Article 6(1)(c) GDPRBasic Education Act 628/1998,,,,,2025-04-07,2025-04-07,,City of EspooTietosuojavaltuutetun toimisto,KHO:2025:29,,,,Not appealed,Finnish,Korkein hallinto-oikeus (in Finnish)
MT_NSA_-_III_OSK_135_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NSA_-_III_OSK_135_23.md,courts,Poland,NSA (Poland),NSA - III OSK 135/23,,NSA (Poland),Article 4(1) GDPR,4,,,,2024-08-02,,,,III OSK 135/23,,,UODO (Poland)n/a,Appealed - OverturnedWSA Warsaw (Poland)II SA/Wa 4025/21,Polish,Centralna Baza Orzeczeń Sądów Administracyjnych (in Polish)
MT_ANSPDCP_Romania_-_ING_Bank_N.V._Amsterdam_Bucharest_Branch_2.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_ING_Bank_N.V._Amsterdam_Bucharest_Branch_2.md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - ING Bank N.V. Amsterdam – Bucharest Branch (2),ANSPDCP (Romania),,Article 29 GDPRArticle 32(2) GDPRArticle 32(4) GDPR,"29,32",Investigation,Violation Found,,2021-01-25,2021-02-10,1000 EUR,ING Bank N.V. Amsterdam – Bucharest Branch,ING Bank N.V. Amsterdam – Bucharest Branch (2),n/a,Unknown,,,Romanian,ANSPDCP (in RO)
MT_FiS_-_13308-22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_FiS_-_13308-22.md,courts,Sweden,FiS (Sweden),FiS - 13308-22,,FiS (Sweden),Article 57(1)(f) GDPRArticle 60(8) GDPRArticle 77 GDPRArticle 78 GDPR§ 12 Förvaltningslagen (2017:900),"60,77,78",,,,2022-10-31,,,SpotifyRR,13308-22,,,IMY (Sweden),,Swedish,(in Swedish)
MT_Persónuvernd_Iceland_-_2020010394.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd_Iceland_-_2020010394.md,authorities,Iceland,Persónuvernd (Iceland),Persónuvernd (Iceland) - 2020010394,Persónuvernd (Iceland),,Article 6 GDPR,6,Complaint,Upheld,,2021-05-05,2021-05-07,None,n/a,2020010394,n/a,n/a,,,Icelandic,Personuvernd (in IS)
MT_CNPD_Luxembourg_-_2FR_2025.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CNPD_Luxembourg_-_2FR_2025.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_Rb._Rotterdam_-_9278154___Cv_EXPL_21-20548.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Rotterdam_-_9278154___Cv_EXPL_21-20548.md,courts,Netherlands,Rb. Rotterdam (Netherlands),Rb. Rotterdam - 9278154 \\ Cv EXPL 21-20548,,Rb. Rotterdam (Netherlands),Article 4(1) GDPRArticle 6(1)(a) GDPRArticle 6(1)(f) GDPRArticle 7(3) GDPR,"4,7",,,,2021-12-12,2022-01-03,,Coolblue B.V.,9278154 \ Cv EXPL 21-20548,ECLI:NL:RBROT:2021:13048,,,Unknown,Dutch,Rechtspraak.nl (in Dutch)
MT_Persónuvernd_-_2020010584.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd_-_2020010584.md,authorities,Iceland,Persónuvernd (Iceland),Persónuvernd - 2020010584,Persónuvernd (Iceland),,Article 6(1)(e) GDPRArticle 13 GDPRArticle 102(2)(1) Local Auhtorities Act 138/2011Article 13(1) Information Act 140/2012Article 31 Planning Act 123/2010Article 40 Planning Act 123/2010Article 41 Planning Act 123/2010Article 9(5) Act 90/2018Article 17(2) Act 90/2018,13,Complaint,Upheld,,,,None,City of Reykjavík,2020010584,n/a,n/a,,,Icelandic,Persónuvernd (in IS)
MT_Persónuvernd_Island_-_2021061295.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd_Island_-_2021061295.md,authorities,Iceland,Persónuvernd (Island),Persónuvernd (Island) - 2021061295,Persónuvernd (Island),,Article 5 GDPRArticle 5(1)(c) GDPRArticle 6 GDPRArticle 6(1)(c) GDPRAct no. 140/2018,"5,6",Complaint,Rejected,,2023-07-10,,n/a,Landsbankinn hf.,2021061295,n/a,Unknown,,,Icelandic,Personuvernd (Iceland) (in IS)
MT_NAIH_Hungary_-_NAIH-2732-2-2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2732-2-2023.md,authorities,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2732-2-2023,NAIH (Hungary),,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1) GDPRArticle 6(1) GDPRArticle 13(1) GDPRArticle 13(2) GDPRArticle 24 GDPRArticle 25 GDPRArticle 32(1)(b) GDPRArticle 32(2) GDPR,"5,6,13,24,25,32",Investigation,Violation Found,2021-10-19,2023-02-06,2023-02-06,30000000 HUF,n/a,NAIH-2732-2-2023,n/a,Unknown,,,Hungarian,NAIH (in HU)
MT_Tietosuojavaltuutetun_toimisto_Finland_-_9401_163_18.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Tietosuojavaltuutetun_toimisto_Finland_-_9401_163_18.md,authorities,Finland,Tietosuojavaltuutetun toimisto (Finland),Tietosuojavaltuutetun toimisto (Finland) - 9401/163/18,Tietosuojavaltuutetun toimisto (Finland),,Article 5(1)(a) GDPRArticle 58(2)(d) GDPRArticle 58(2)(b) GDPR,,Complaint,Upheld,,2020-07-10,,None,n/a,9401/163/18,n/a,Unknown,,,Finnish,Finlex (in FI)
MT_Datatilsynet_Norway_-_20_02368.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Norway_-_20_02368.md,authorities,Norway,Datatilsynet (Norway),Datatilsynet (Norway) - 20/02368,Datatilsynet (Norway),,Article 6(1)(f) GDPRArticle 13 GDPRArticle 21 GDPRArticle 24 GDPR,"13,21,24",Investigation,Violation Found,2020-11-20,2022-03-15,2022-05-24,100000 NOK,Redacted,20/02368,n/a,n/a,,,NorwegianNorwegian,Datatilsynet (in NO)Datatilsynet (decision) (in NO)
MT_APD_GBA_Belgium_-_18_2020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_18_2020.md,authorities,Belgium,APD/GBA (Belgium),APD/GBA (Belgium) - 18/2020,APD/GBA (Belgium),,Article 5 GDPRArticle 31 GDPRArticle 36 GDPRArticle 38(1) GDPRArticle 38(6) GDPR,"5,31,36,38",Investigation,Violation Found,,2020-04-28,,50.000 EUR,Anonymous,18/2020,n/a,Unknown,,,Dutch,APD/GBA (in NL)
MT_APD_GBA_Belgium_-_49_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_49_2023.md,authorities,Belgium,APD/GBA (Belgium),APD/GBA (Belgium) - 49/2023,APD/GBA (Belgium),,Article 6(1)(e) GDPRArticle 9(1) GDPR,9,Complaint,Upheld,,2023-04-28,,n/a,n/a,49/2023,n/a,Unknown,,,French,APD/GBA (in FR)
MT_KR_-_4512-24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_KR_-_4512-24.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_AEPD_Spain_-_EXP202309109.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202309109.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202309109,AEPD (Spain),,Article 5(1)(c) GDPR,,Complaint,Upheld,,,2023-10-18,"2,000 EUR",UNIQUE HOTEL APARTMENT. S.L.,PS/00331/2023,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_AG_München_-_178_C_13527_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_München_-_178_C_13527_22.md,courts,Germany,AG München (Germany),AG München - 178 C 13527/22,,AG München (Germany),Article 82 GDPR,82,,,,2023-02-08,,,Facebook,178 C 13527/22,,,,Unknown,German,AG München (Germany) (in German)
MT_BVwG_-_W256_2235360-1.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W256_2235360-1.md,courts,Austria,BVwG (Austria),BVwG - W256 2235360-1,,BVwG (Austria),Article 4 GDPRArticle 5 GDPRArticle 6 GDPRArticle 9 GDPRArticle 22 GDPRArticle 57 GDPRArticle 58 GDPR§ 25 AMSG§ 29 AMSG§ 31 AMSG§ 4 AMSG§ 1 (2) DSG,"4,5,6,9,22,57,58",,,,2020-12-18,2021-03-31,,Public Employment Service Austria (respondent in the initial trial before the DSB),W256 2235360-1 part 1,ECLI:AT:BVWG:2020:W256.2235360.1.00,,"DSB (Austria)DSB-D213.1020, 2020-0.513.605",ReversedVwGH (Austria)Ro 2021/04/0010,German,Rechtsinformationssystem des Bundes (RIS) (in German)
MT_DSB_Austria_-_2022-0.083.310.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_DSB_Austria_-_2022-0.083.310.md,authorities,Austria,DSB (Austria),DSB (Austria) - 2022-0.083.310,DSB (Austria),,Article 2(2)(a) GDPRArticle 5(1)(b) GDPRArticle 6(1)(c) GDPRArticle 58(2)(f) GDPR,,Other,n/a,,2022-02-14,,n/a,Federal Minister of Finances,2022-0.083.310,n/a,Unknown,,,German,DSB (Austria) (in DE)
